GENHLTH	EXERANY	HTF	HTI	SMOKE100	WEIGHT	WTDESIRE	AGE	SEX	HEIGHT_IN_INCHES	BMI
2		5	3	2	122		34	2	63	21.608969513731417
2		6	4	2	218		41	1	76	26.532894736842106
3		5	3	2	152		60	2	63	26.92265054169816
1		5	6	1	150		26	1	66	24.207988980716255
2		6	1	2	180		44	1	73	23.74554325389379
3		5	6	1	240		45	2	66	38.73278236914601
3		6	9	2	255		36	1	81	27.3228166438043
4		5	10	2	160		80	1	70	22.955102040816328
2		5	8	2	130		39	2	68	19.764273356401386
3	1.0	5	4	2	148		52	2	64	25.4013671875
2		5	6	2	155		46	2	66	25.01492194674013
3		5	10	2	230		52	1	70	32.99795918367347
3	1.0	5	5	1	155		62	2	65	25.790532544378696
2		5	10	2	150		80	1	70	21.520408163265305
2		5	4	1	112		9	2	64	19.22265625
2		5	6	1	150		36	2	66	24.207988980716255
2		6	0	2	195		47	1	72	26.44386574074074
4		5	0	1	120		73	2	60	23.433333333333334
2		6	1	1	200		44	1	73	26.383936948770877
3		5	5	2	123		47	2	65	20.46603550295858
2		5	8	1	221		24	1	68	33.59926470588235
1	1.0	6	0	1	200		45	1	72	27.12191358024691
4	1.0	6	0	2	250		35	1	72	33.90239197530864
1	1.0	5	8	2	165		38	1	68	25.085423875432525
1		5	10	2	185		32	1	70	26.541836734693877
2	1.0	6	2	1	190		18	1	74	24.39189189189189
1		5	3	2	100		20	2	63	17.712270093222475
1		5	2	1	135		46	2	62	24.689125910509887
4		5	4	1	180		63	2	64	30.8935546875
1		5	4	2	148		29	2	64	25.4013671875
1		5	6	1	120		27	2	66	19.366391184573004
3		5	0	1	103		31	1	60	20.113611111111112
2	2.0	5	9	2	140		41	2	69	20.67212770426381
3	1.0	5	4	1	96		91	2	64	16.4765625
3		5	6	1	98		67	2	66	15.815886134067952
5		6	2	1	200		78	1	74	25.675675675675674
1		5	6	2	144		27	2	66	23.239669421487605
3		6	2	1	240		70	1	74	30.81081081081081
1	1.0	5	5	2	135		55	2	65	22.46272189349112
3		4	11	2	172		62	2	59	34.735995403619654
2		5	9	1	157		83	1	69	23.18231463978156
5		5	3	1	132		69	2	63	23.380196523053666
2	1.0	6	2	2	175		32	1	74	22.466216216216218
3		5	8	2	270		43	1	68	41.04887543252595
3		5	2	1	150		78	2	62	27.43236212278876
3		5	2	1	155		71	2	62	28.346774193548388
1		5	11	2	220		40	1	71	30.68042055147788
2	1.0	6	1	2	130		47	1	73	17.14955901670107
2		6	4	1	225		41	1	76	27.384868421052634
4		5	6	1	220		49	1	66	35.505050505050505
2		5	3	2	123		42	2	63	21.786092214663643
1	9.0	5	3	2	110		27	2	63	19.48349710254472
2	2.0	5	10	2	182		38	1	70	26.111428571428572
2		6	0	2	152		32	1	72	20.61265432098765
3		5	10	1	260		37	2	70	37.30204081632653
5		5	2	1	155		65	2	62	28.346774193548388
1	1.0	5	5	2	130		71	1	65	21.630769230769232
2		5	4	1	110		65	2	64	18.87939453125
1		5	11	1	280		32	2	71	39.04780797460821
1		6	0	2	165		32	1	72	22.375578703703706
4	1.0	4	11	1	85		68	2	59	17.166044240160875
2		6	4	1	220		27	1	76	26.77631578947368
1		5	3	2	150		34	2	63	26.56840513983371
2		5	7	2	116		83	2	67	18.166184005346402
4		5	5	2	148		46	2	65	24.62579881656805
2		5	11	1	140		23	2	71	19.523903987304106
3		5	6	1	200		26	2	66	32.277318640955
1		6	0	1	224		44	1	72	30.37654320987654
4		5	4	2	135		44	2	64	23.170166015625
4		5	6	1	125		44	2	66	20.173324150596876
2	1.0	5	8	2	205		44	1	68	31.16673875432526
2		5	7	1	180		73	1	67	28.188906215192695
2		5	8	2	165		38	2	68	25.085423875432525
2	1.0	5	3	1	150		26	2	63	26.56840513983371
3		6	0	2	160		18	1	72	21.697530864197528
2		5	0	2	110		27	2	60	21.480555555555554
1		6	2	2	220		38	1	74	28.243243243243246
1		5	7	2	135		33	2	67	21.14167966139452
1		5	4	2	135		43	1	64	23.170166015625
4		5	0	2	140		45	2	60	27.33888888888889
3		5	6	1	200		57	2	66	32.277318640955
2		6	2	1	270		71	1	74	34.66216216216216
3		5	2	7	120		81	2	62	21.94588969823101
3		5	8	1	140		27	2	68	21.284602076124568
2		5	11	1	170		47	1	71	23.70759769886927
3		5	8	1	140		47	1	68	21.284602076124568
1		5	4	2	140		37	2	64	24.0283203125
5		5	4	2	126		57	2	64	21.62548828125
2	1.0	5	8	2	160		39	2	68	24.325259515570938
2		5	9	1	170		21	1	69	25.101869355177485
2	1.0	5	4	2	190		51	2	64	32.60986328125
2	1.0	5	9	1	170		21	1	69	25.101869355177485
1		5	10	2	160		38	1	70	22.955102040816328
2		6	0	2	160		19	1	72	21.697530864197528
3		5	8	1	168		68	2	68	25.541522491349482
1	1.0	5	7	2	170		68	2	67	26.622855869904207
2		5	7	1	130		26	2	67	20.35865448875028
2		5	9	1	180		41	1	69	26.578449905482042
2	1.0	5	4	1	118		41	2	64	20.25244140625
3		5	2	2	165		79	2	62	30.17559833506764
3		5	5	1	140		31	2	65	23.294674556213018
1	2.0	5	3	2	145		84	2	63	25.68279163517259
1	2.0	5	4	2	152		23	2	64	26.087890625
2		5	0	2	130		79	2	60	25.38611111111111
3		5	2	1	130		22	2	62	23.77471383975026
3		5	5	1	170		59	2	65	28.286390532544377
3		5	9	1	180		50	1	69	26.578449905482042
3		5	11	1	208		41	1	71	29.006943066851814
9	2.0	5	7	1	157	138.0	49	2	67	24.58699042102918
2		5	9	1	200		55	1	69	29.531611006091154
3		5	6	1	125		23	2	66	20.173324150596876
3		5	3	1	140		74	1	63	24.797178130511462
1		5	6	2	123		51	2	66	19.850550964187327
1		5	5	2	125		34	2	65	20.798816568047336
1		5	10	1	150		23	2	70	21.520408163265305
2		5	7	1	145		37	2	67	22.707730006683004
3	1.0	5	7	2	165		56	2	67	25.83983069725997
2		5	4	2	165		75	2	64	28.319091796875
3	1.0	5	9	2	210		30	1	69	31.008191556395715
3		5	4	2	130		26	2	64	22.31201171875
2		6	1	2	185		54	1	73	24.405141677613063
1		5	3	2	115		30	2	63	20.369110607205844
2	1.0	5	1	1	140	120.0	79	2	61	26.449879064767536
1	1.0	5	5	2	170		35	2	65	28.286390532544377
3		5	3	2	140		80	2	63	24.797178130511462
2		6	0	2	185		42	1	72	25.087770061728396
2	2.0	5	8	1	125		23	2	68	19.00410899653979
3		6	0	1	150		73	1	72	20.341435185185187
1		5	7	2	126		40	2	67	19.732234350634883
2	1.0	5	5	1	165		43	2	65	27.454437869822485
4		5	2	1	128		55	2	62	23.408949011446413
1	1.0	5	7	2	120		54	2	67	18.792604143461794
1		5	1	1	135		18	2	61	25.505240526740124
3		5	10	1	160		62	1	70	22.955102040816328
2		5	2	1	146		36	2	62	26.700832466181062
2	2.0	5	8	1	160		25	2	68	24.325259515570938
3		5	4	1	163		61	2	64	27.975830078125
2		5	2	2	120		9	2	62	21.94588969823101
3		5	6	1	150		42	2	66	24.207988980716255
1		5	1	2	150		52	2	61	28.339156140822357
2		5	11	2	175		27	1	71	24.404879984130133
1		5	8	2	180		48	1	68	27.3659169550173
1		5	5	2	125		26	2	65	20.798816568047336
5		5	5	1	155		74	1	65	25.790532544378696
2		5	5	2	132		37	2	65	21.96355029585799
1		5	0	2	120		59	2	60	23.433333333333334
3		5	0	2	135		23	2	60	26.3625
4	2.0	5	4	1	163		71	2	64	27.975830078125
1		5	6	2	125		21	2	66	20.173324150596876
1	1.0	5	7	2	135		51	2	67	21.14167966139452
2		5	7	2	170		72	2	67	26.622855869904207
5	2.0	5	8	2	300		62	2	68	45.6098615916955
3		5	2	1	130		50	2	62	23.77471383975026
4		5	7	1	122		49	2	67	19.10581421251949
2		5	2	2	140		40	2	62	25.60353798126951
2	1.0	5	10	1	135		26	2	70	19.368367346938776
3		5	4	1	155		52	2	64	26.602783203125
1		6	0	2	200		51	1	72	27.12191358024691
4		5	2	2	185		79	2	62	33.83324661810614
2		5	6	1	124		50	2	66	20.011937557392102
2		5	6	1	130		28	1	66	20.980257116620752
5		5	7	1	170		75	2	67	26.622855869904207
2		5	9	2	182		42	1	69	26.873766015542955
3		5	3	2	170		72	2	63	30.110859158478206
2	1.0	5	3	1	125		47	2	63	22.140337616528093
3		5	8	2	166		44	2	68	25.237456747404845
1		5	7	1	135		28	2	67	21.14167966139452
1		5	7	2	150		21	2	67	23.49075517932724
1		5	6	2	125		40	2	66	20.173324150596876
2		5	8	2	140		45	1	68	21.284602076124568
2		5	4	1	170		23	1	64	29.17724609375
1	2.0	5	2	1	110		45	2	62	20.117065556711758
4		5	8	2	172		73	2	68	26.149653979238757
2		6	1	1	200		56	1	73	26.383936948770877
3		5	6	1	195		55	1	66	31.47038567493113
2		5	9	1	180		35	1	69	26.578449905482042
2		5	2	1	200		53	2	62	36.57648283038502
3	2.0	5	6	1	190		35	1	66	30.663452708907254
2		5	0	2	125		49	2	60	24.409722222222225
3		5	3	1	170		76	2	63	30.110859158478206
3	1.0	5	6	1	200	160.0	68	1	66	32.277318640955
1		5	7	1	150		59	1	67	23.49075517932724
3		5	10	2	185		40	1	70	26.541836734693877
3	2.0	5	9	1	200		26	1	69	29.531611006091154
5		5	6	1	136		69	1	66	21.948576675849402
1		5	2	2	160		58	2	62	29.261186264308012
5		5	7	1	155		65	1	67	24.273780351971485
2		5	5	2	200		49	2	65	33.27810650887574
4		5	7	2	165		58	2	67	25.83983069725997
2	1.0	5	4	2	130		66	2	64	22.31201171875
2		5	4	2	150		23	2	64	25.74462890625
2		5	0	1	123		50	2	60	24.019166666666667
1		5	3	2	120		30	2	63	21.25472411186697
2		6	0	2	230		27	1	72	31.190200617283953
4		5	9	1	203		57	1	69	29.974585171182525
1		5	2	2	130		27	2	62	23.77471383975026
2		5	6	1	153		33	2	66	24.69214876033058
4		5	7	1	189		71	2	67	29.598351525952328
3	1.0	5	0	2	173		26	2	60	33.783055555555556
3	1.0	4	11	2	150		57	2	59	30.293019247342716
2		5	4	2	140		33	2	64	24.0283203125
3		5	0	1	160		48	1	60	31.244444444444447
4		5	3	2	146		63	2	63	25.85991433610481
2	1.0	4	11	2	117		46	2	59	23.62855501292732
4		5	2	1	115		72	2	62	21.031477627471386
3	2.0	5	7	1	170		72	2	67	26.622855869904207
2		6	3	1	165		62	1	75	20.621333333333332
3		5	4	2	135		35	2	64	23.170166015625
4		5	10	1	110		27	2	70	15.781632653061223
1	1.0	5	7	1	146		28	1	67	22.86433504121185
1	1.0	6	3	2	200	210.0	35	1	75	24.995555555555555
3		6	0	1	200		32	1	72	27.12191358024691
1		5	7	2	145		29	2	67	22.707730006683004
2		5	3	2	150		63	2	63	26.56840513983371
2		6	0	1	180		47	1	72	24.409722222222225
3		5	6	2	150		24	2	66	24.207988980716255
2		5	7	1	160		44	2	67	25.05680552461573
2		5	7	2	280		57	2	67	43.84940966807753
5		6	0	1	145		68	1	72	19.663387345679013
3		5	2	2	162		73	2	62	29.626951092611865
5		5	2	2	180		83	2	62	32.91883454734651
3		5	7	2	165		86	2	67	25.83983069725997
2		5	0	1	98		31	2	60	19.13722222222222
3		5	2	1	160		24	2	62	29.261186264308012
2	1.0	5	4	1	115		22	2	64	19.737548828125
3		5	11	1	185		78	1	71	25.799444554651853
1		5	10	1	140		24	2	70	20.085714285714285
1		5	2	2	111		53	2	62	20.299947970863684
1		5	2	1	130		67	2	62	23.77471383975026
1		5	11	2	165		48	1	71	23.01031541360841
4		5	1	1	142		34	2	61	26.827734479978503
4	1.0	5	6	1	165		31	2	66	26.62878787878788
3		5	11	1	210		50	2	71	29.28585598095616
4	2.0	5	10	1	190		28	1	70	27.259183673469387
1		5	1	1	152		45	2	61	28.717011556033324
2	2.0	5	1	1	200		57	2	61	37.785541521096484
1		6	3	1	175		22	1	75	21.87111111111111
2		6	0	2	225		39	1	72	30.512152777777775
2		5	2	2	155		78	2	62	28.346774193548388
2		6	4	2	225		42	1	76	27.384868421052634
1		5	9	2	140		37	1	69	20.67212770426381
3		5	6	1	170		48	2	66	27.435720844811755
3		5	8	2	155		36	1	68	23.565095155709344
1		5	6	2	110		27	2	66	17.752525252525253
2	1.0	5	9	1	190		46	2	69	28.0550304557866
3		5	5	2	177		37	1	65	29.45112426035503
2		5	8	1	165		32	2	68	25.085423875432525
3	1.0	6	3	1	166		38	1	75	20.74631111111111
2		5	7	1	190		31	2	67	29.754956560481176
3		5	6	1	123		45	2	66	19.850550964187327
2		5	5	1	170		37	2	65	28.286390532544377
2		5	5	2	165		73	2	65	27.454437869822485
3	1.0	5	7	1	160		65	1	67	25.05680552461573
3		5	9	1	210		35	1	69	31.008191556395715
1		5	4	2	180		39	2	64	30.8935546875
1		5	3	2	135		58	2	63	23.911564625850342
2	1.0	5	4	2	175		38	2	64	30.035400390625
2	1.0	5	6	2	176		25	2	66	28.404040404040405
2		5	8	1	165		63	1	68	25.085423875432525
2		5	3	1	205		44	2	63	36.31015369110607
1		5	8	2	120		47	2	68	18.2439446366782
1		5	6	1	135		72	2	66	21.787190082644628
3		6	0	1	145		30	1	72	19.663387345679013
4		5	0	2	160		75	2	60	31.244444444444447
2	1.0	5	7	2	130		21	2	67	20.35865448875028
1		5	5	2	130		42	2	65	21.630769230769232
1		5	7	2	162		50	1	67	25.370015593673426
1		6	0	2	172		42	1	72	23.32484567901235
2		6	2	2	195		35	1	74	25.033783783783786
3		5	5	1	190		58	1	65	31.614201183431952
2		5	3	2	159		71	2	63	28.162509448223734
3		5	2	2	180		52	2	62	32.91883454734651
2		6	0	2	185		40	1	72	25.087770061728396
4		5	4	1	133		67	2	64	22.826904296875
3	1.0	5	3	1	150		30	2	63	26.56840513983371
3		5	4	1	175		55	2	64	30.035400390625
1		5	4	2	135		51	2	64	23.170166015625
1		5	2	2	178		33	2	62	32.55306971904266
2	1.0	5	7	1	180		62	2	67	28.188906215192695
2		5	7	1	185		73	1	67	28.971931387836936
2		5	8	2	145		36	1	68	22.044766435986162
3	2.0	5	4	2	167		23	2	64	28.662353515625
4	1.0	5	4	1	171	140.0	81	2	64	29.348876953125
2		6	2	2	210		48	1	74	26.95945945945946
3		5	7	2	150		78	2	67	23.49075517932724
1		6	0	2	220		39	1	72	29.834104938271604
3	1.0	5	7	1	153		49	1	67	23.96057028291379
4		5	0	2	135		73	2	60	26.3625
2		5	9	1	129		40	2	69	19.047889098928795
1		5	8	2	155		18	1	68	23.565095155709344
2		5	9	2	163		27	1	69	24.068262969964294
2		5	11	2	215		42	1	71	29.983138266217022
2		5	8	2	200		59	2	68	30.406574394463664
3		5	4	1	160		46	2	64	27.4609375
2		6	4	2	225		46	1	76	27.384868421052634
4	1.0	5	9	2	210		67	2	69	31.008191556395715
4		5	2	2	170		76	2	62	31.09001040582726
2		5	5	1	160		77	2	65	26.622485207100592
2	1.0	5	10	1	188		36	1	70	26.972244897959186
1		5	8	2	160		70	1	68	24.325259515570938
4		5	4	2	189		53	2	64	32.438232421875
3		5	2	2	90		23	2	62	16.459417273673257
4		5	6	2	115		99	2	66	18.559458218549125
2		5	7	2	158		60	2	67	24.743595455558033
3	2.0	5	8	1	182		48	1	68	27.669982698961938
1		6	4	2	190		27	1	76	23.125
2		5	11	2	180		38	1	71	25.102162269390995
3		6	2	1	245		40	1	74	31.452702702702705
1		5	5	1	144		44	2	65	23.96023668639053
5		5	0	2	132		67	2	60	25.776666666666667
2		5	8	2	180		75	2	68	27.3659169550173
1		5	10	2	170		41	1	70	24.389795918367348
1		5	6	2	175		31	1	66	28.242653810835627
5	2.0	5	7	2	204		30	2	67	31.947427043885053
4		5	5	1	120		56	2	65	19.966863905325443
3	1.0	5	5	1	260		45	1	65	43.261538461538464
3		5	5	2	270		29	2	65	44.92544378698224
1		5	6	2	174		29	2	66	28.081267217630856
3		5	1	2	125		21	2	61	23.6159634506853
4		6	2	1	172		69	1	74	22.08108108108108
5		5	5	1	190		60	2	65	31.614201183431952
4		5	8	1	190		59	2	68	28.886245674740483
3		5	10	1	143		35	1	70	20.51612244897959
2	1.0	5	0	2	130		50	2	60	25.38611111111111
1		5	2	2	130		52	2	62	23.77471383975026
2		5	8	1	225		41	2	68	34.20739619377163
2		6	0	1	220		40	1	72	29.834104938271604
3	2.0	5	4	1	125		21	2	64	21.453857421875
3		5	10	1	140		63	1	70	20.085714285714285
5		5	2	2	140		62	2	62	25.60353798126951
1		5	6	2	155		72	1	66	25.01492194674013
2		6	1	2	175		33	1	73	23.08594483017452
2		5	6	1	140		35	2	66	22.594123048668507
3		5	6	1	208		26	2	66	33.568411386593205
3		5	2	2	160		24	2	62	29.261186264308012
4		5	4	2	200		38	2	64	34.326171875
1	1.0	5	0	1	158		57	2	60	30.85388888888889
2		6	0	1	268		37	1	72	36.34336419753087
3	1.0	5	11	1	122		39	1	71	17.013687760365006
1	1.0	6	0	1	185	185.0	65	1	72	25.087770061728396
2		5	5	2	120		50	2	65	19.966863905325443
1		5	5	2	123		42	2	65	20.46603550295858
2		5	1	2	120		45	2	61	22.671324912657887
2	1.0	5	3	1	170		42	2	63	30.110859158478206
3	1.0	5	10	2	200		44	1	70	28.693877551020407
1		5	0	2	150		34	2	60	29.291666666666664
4		5	1	1	145		80	2	61	27.39451760279495
2		5	6	2	130		39	2	66	20.980257116620752
1		5	5	1	160		64	2	65	26.622485207100592
2		5	8	1	162		53	1	68	24.62932525951557
3		5	4	2	145		80	2	64	24.886474609375
1	1.0	5	4	2	124		45	2	64	21.2822265625
3		5	9	1	135		67	1	69	19.93383742911153
2		6	4	2	200		35	1	76	24.342105263157897
3		5	8	2	165		19	2	68	25.085423875432525
4		5	5	2	172		77	2	65	28.619171597633134
2		5	6	1	187		61	2	66	30.179292929292927
1		6	1	1	203		50	1	73	26.779696003002442
5	1.0	5	1	2	170		87	2	61	32.117710292932
1		5	7	2	145		54	2	67	22.707730006683004
3		5	7	2	190		39	1	67	29.754956560481176
4		5	4	1	144		79	1	64	24.71484375
5		5	3	2	147		78	2	63	26.037037037037035
3		5	2	2	140		46	2	62	25.60353798126951
1	1.0	5	3	2	150		58	2	63	26.56840513983371
4	1.0	5	11	1	190		67	1	71	26.496726839912714
2	1.0	5	6	2	125		29	2	66	20.173324150596876
1		5	11	2	185		25	1	71	25.799444554651853
2		5	10	2	150		48	2	70	21.520408163265305
4		5	5	1	99		56	2	65	16.472662721893492
3		5	8	1	165		68	1	68	25.085423875432525
4		5	0	2	123		26	2	60	24.019166666666667
4		7	77	2	175		81	2	161	4.746151768836079
2	1.0	5	6	1	129	120.0	43	2	66	20.818870523415978
1		6	0	2	185		32	1	72	25.087770061728396
2	1.0	5	8	2	160		48	1	68	24.325259515570938
3		5	3	1	130		28	2	63	23.025951121189216
1		5	11	2	190		49	2	71	26.496726839912714
2		5	0	2	130		31	2	60	25.38611111111111
2		5	5	1	135		37	2	65	22.46272189349112
4		5	8	1	160		57	1	68	24.325259515570938
3		6	2	1	245		32	1	74	31.452702702702705
3	1.0	5	4	2	118		68	2	64	20.25244140625
4		5	0	2	135		75	2	60	26.3625
2		5	2	1	200		38	2	62	36.57648283038502
2		5	5	2	165		72	2	65	27.454437869822485
3		5	9	2	214		44	1	69	31.598823776517538
3		5	3	2	140		71	2	63	24.797178130511462
2		5	1	1	130		53	2	61	24.56060198871271
3		5	8	1	165		45	1	68	25.085423875432525
3	1.0	5	9	1	110		19	2	69	16.24238605335014
2		5	5	1	140		27	2	65	23.294674556213018
3		5	8	1	105		49	2	68	15.963451557093427
3		5	5	1	140		58	2	65	23.294674556213018
3		5	10	1	185		50	1	70	26.541836734693877
1		5	4	2	122		27	2	64	20.93896484375
4		6	0	1	160		57	1	72	21.697530864197528
2		5	11	1	140		40	1	71	19.523903987304106
3	2.0	7	77	1	190		77	2	161	5.152964777593457
2		5	3	2	140		40	2	63	24.797178130511462
3		5	0	2	146		59	1	60	28.510555555555555
1	1.0	5	5	2	123		42	2	65	20.46603550295858
3		5	6	2	160		50	2	66	25.821854912764003
2		5	5	2	150		62	2	65	24.958579881656807
3		5	1	2	125		78	2	61	23.6159634506853
1		5	2	1	150		50	2	62	27.43236212278876
4		5	9	1	190		42	1	69	28.0550304557866
2		5	3	1	150		40	2	63	26.56840513983371
2		5	2	1	135		37	2	62	24.689125910509887
5		6	3	1	250		31	1	75	31.244444444444447
1		6	0	1	200		75	1	72	27.12191358024691
2		5	6	2	125		42	2	66	20.173324150596876
1		5	8	2	170		46	2	68	25.84558823529412
1		6	3	1	153		18	1	75	19.121599999999997
3		5	7	1	200		45	2	67	31.32100690576966
4		5	4	2	150		72	2	64	25.74462890625
2		5	11	2	140		25	2	71	19.523903987304106
4		5	5	2	130		66	2	65	21.630769230769232
1	1.0	5	5	2	145		18	2	65	24.12662721893491
2	1.0	5	3	2	126	125.0	25	2	63	22.317460317460316
4	1.0	5	11	1	260		21	1	71	36.258678833564765
2		5	9	2	150		23	2	69	22.148708254568366
3		5	5	1	175		61	2	65	29.118343195266274
4		5	2	1	114		35	2	62	20.84859521331946
1		5	9	2	180		28	1	69	26.578449905482042
2		6	4	1	226		47	1	76	27.50657894736842
3		5	2	1	145		60	2	62	26.51795005202914
3	1.0	6	1	1	225		47	1	73	29.681929067367236
2		5	8	2	135		36	2	68	20.524437716262977
1		5	4	2	135		30	2	64	23.170166015625
4		5	0	2	140		87	2	60	27.33888888888889
2		5	8	1	175		58	1	68	26.605752595155707
4		6	0	2	155		23	1	72	21.019483024691358
3		5	5	1	110		20	2	65	18.302958579881658
2		5	5	2	122		34	2	65	20.299644970414203
1		5	11	2	145		74	1	71	20.221186272564967
3		5	5	2	170		54	2	65	28.286390532544377
4		5	8	1	203		73	1	68	30.86267301038062
1		5	10	2	200		25	1	70	28.693877551020407
3	2.0	5	4	2	126		90	2	64	21.62548828125
4		5	1	1	105		31	2	61	19.83740929857565
2	1.0	5	3	1	130		31	2	63	23.025951121189216
2		5	10	1	280		28	1	70	40.17142857142857
4		5	8	2	154		80	2	68	23.413062283737023
3		5	6	2	139		23	2	66	22.432736455463726
3		5	5	1	185		23	2	65	30.782248520710063
2		5	7	1	195		77	2	67	30.537981733125417
2		5	8	2	135		27	2	68	20.524437716262977
3		6	1	2	165		35	1	73	21.76674798273597
1		5	10	1	140		30	1	70	20.085714285714285
2		5	11	1	155		44	1	71	21.61575084308669
2		5	6	2	230		36	1	66	37.11891643709825
2		5	7	1	160		48	2	67	25.05680552461573
1		5	5	2	134		54	2	65	22.296331360946745
3		5	4	1	175		35	2	64	30.035400390625
2		5	2	1	119		34	2	62	21.763007284079084
1	1.0	5	5	2	160		30	2	65	26.622485207100592
3		5	4	1	117		22	2	64	20.080810546875
2	1.0	5	3	2	167		23	2	63	29.57949105568153
2		4	11	1	105		70	2	59	21.205113473139903
4		5	3	2	146		43	2	63	25.85991433610481
3		5	4	2	188		67	2	64	32.2666015625
3	1.0	6	0	1	220		66	1	72	29.834104938271604
4	2.0	5	5	2	200		67	2	65	33.27810650887574
1		5	10	2	155		82	1	70	22.237755102040815
3		6	0	1	210		60	1	72	28.47800925925926
2		6	0	2	200		47	1	72	27.12191358024691
2		5	4	2	100		36	2	64	17.1630859375
3		5	7	2	180		86	2	67	28.188906215192695
1	1.0	5	3	2	140		42	1	63	24.797178130511462
2		5	7	2	150		90	2	67	23.49075517932724
3	1.0	5	7	1	120		63	2	67	18.792604143461794
3	2.0	6	1	1	175		55	1	73	23.08594483017452
2	1.0	5	7	2	165		42	1	67	25.83983069725997
3	2.0	6	6	1	262		53	1	78	30.273833004602235
2	1.0	6	1	2	160		49	1	73	21.1071495590167
1		5	1	2	130		57	2	61	24.56060198871271
2		5	7	1	170		31	2	67	26.622855869904207
3		5	4	2	120		74	2	64	20.595703125
3		5	7	1	160		34	2	67	25.05680552461573
3		5	4	1	238		32	2	64	40.84814453125
2		5	3	2	135		42	2	63	23.911564625850342
3	1.0	6	0	1	190		31	1	72	25.76581790123457
1		5	6	2	150		23	2	66	24.207988980716255
3		5	7	2	265		32	2	67	41.5003341501448
2		6	1	2	187		34	1	73	24.668981047100768
1		5	4	2	185		20	2	64	31.751708984375
3		5	4	1	125		26	2	64	21.453857421875
1		5	7	1	135		40	2	67	21.14167966139452
2		6	0	1	210		37	1	72	28.47800925925926
1		5	3	1	140		63	2	63	24.797178130511462
1		5	10	1	185		27	1	70	26.541836734693877
3		6	0	1	238		51	1	72	32.27507716049383
2		5	10	2	200		38	1	70	28.693877551020407
2		5	2	1	145		21	2	62	26.51795005202914
3		5	7	2	180		72	2	67	28.188906215192695
5		5	3	2	220		57	2	63	38.96699420508944
2		5	9	2	116		38	2	69	17.128334383532874
3		5	10	2	230		30	1	70	32.99795918367347
2		5	10	1	175		34	1	70	25.107142857142854
3		5	6	2	186		41	2	66	30.017906336088156
2		5	10	1	144		35	2	70	20.65959183673469
1	1.0	5	10	2	170		39	1	70	24.389795918367348
4		5	5	1	117		31	2	65	19.467692307692307
4	2.0	5	4	1	140		66	2	64	24.0283203125
3	1.0	5	3	2	106		50	2	63	18.775006298815825
4		5	0	2	138		31	2	60	26.94833333333333
1		5	7	1	152		67	2	67	23.803965248384937
3		5	6	1	155		58	2	66	25.01492194674013
2	2.0	5	10	1	207		54	1	70	29.69816326530612
2		6	5	1	235		47	1	77	27.863889357395852
3		5	6	1	188		38	2	66	30.3406795224977
2	1.0	6	0	1	150		21	1	72	20.341435185185187
2		5	0	1	112		42	2	60	21.87111111111111
2		5	9	2	185		45	1	69	27.31674018063432
2		5	5	2	150		38	2	65	24.958579881656807
3	1.0	5	6	1	150		43	2	66	24.207988980716255
1		6	1	1	210		32	1	73	27.70313379620942
1		5	9	1	175		62	1	69	25.84015963032976
2		5	4	2	140		52	1	64	24.0283203125
2		5	2	2	117		26	2	62	21.397242455775235
4		5	6	1	220		35	2	66	35.505050505050505
1	1.0	5	4	1	160		56	2	64	27.4609375
4		5	6	2	150		28	1	66	24.207988980716255
2		5	6	1	170		69	1	66	27.435720844811755
3		5	7	2	141		82	2	67	22.081309868567608
3		6	1	2	204		51	1	73	26.91161568774629
2		5	5	2	165		35	2	65	27.454437869822485
2		5	8	1	150		81	1	68	22.80493079584775
1		5	6	2	155		42	2	66	25.01492194674013
3		5	9	1	155		23	1	69	22.886998529720646
3		5	5	2	175		73	2	65	29.118343195266274
1		5	1	1	165		37	2	61	31.173071754904594
3		5	0	1	170		39	2	60	33.19722222222222
5		5	11	1	162		49	1	71	22.591946042451895
3		5	6	1	225		40	2	66	36.311983471074385
